title,year,doi,matched_steps
Using Large Language Models for Coding German Open-Ended Survey Responses on Survey Motivation,2025,10.18148/srm/2025.v19i3.8568,Step_11_Data_Preparation_Analysis_and_Reporting
Spatial Distribution of Cultural Ecosystem Services in Rural Landscapes Using PGIS and SolVES,2025,10.3390/su17146388,Step_02_Theory_Grounding_and_Construct_Conceptualization
Identification and Evaluation of Cultural Ecosystem Service Resources in the Territory of the Local Action Group Lednice-Valtice Area,2025,10.3390/su17010013,Step_02_Theory_Grounding_and_Construct_Conceptualization
"A Five-Culture Validation of the Environmental Value-Bases Scale: A Measure of Instrumental, Intrinsic, and Relational Environmental Values",2025,10.3390/su172210102,Step_03_Psychometric_Scales_and_Construct_Validity
Emerging ethical duties in AI-mediated research: A case of data sovereignty in applying cross-national regulation,2026,10.1080/08989621.2026.2623487,Step_08_Ethics_and_Participant_Compensation
The Development of a Large Language Model-Powered Chatbot to Advance Fairness in Machine Learning,2026,10.3390/ai7030090,Step_11_Data_Preparation_Analysis_and_Reporting
Algorithm literacy as a moderator of media trust: a theory of planned behavior approach,2026,10.1007/s00146-025-02848-z,Step_01_Epistemological_Alignment_and_Method_Selection; Step_02_Theory_Grounding_and_Construct_Conceptualization
Hybrid interpretation with generative AI: a pilot study using the A Duo with ChatGPT instrument,2026,10.1007/s00146-025-02839-0,Step_04_Study_Architecture_and_Experimental_Design; Step_09_Power_Analysis_Sampling_and_Pilots; Step_11_Data_Preparation_Analysis_and_Reporting
Instant understanding: LLM zero-shot qualitative discourse analysis of multimodal social media content,2026,10.1007/s00146-026-03066-x,Step_11_Data_Preparation_Analysis_and_Reporting
Reasonable to Whom? Rethinking Informed Consent Disclosures in Light of the Research Related Concerns of the Autistic Community,2026,10.1080/15265161.2026.2632012,Step_08_Ethics_and_Participant_Compensation
Quantifying global-scale mechanisms of urban morphological change: A novel Structural Equation Model based on the Pressure-State-Response framework,2026,10.1016/j.apgeog.2026.103908,Step_11_Data_Preparation_Analysis_and_Reporting
Pre-Post EEG and Psychological Changes Following a Life Story Program in Older Adults: A Pilot Study,2026,10.3390/app16073577,Step_04_Study_Architecture_and_Experimental_Design; Step_07_Measuring_Behavior_Beyond_Self_Report; Step_09_Power_Analysis_Sampling_and_Pilots
The trade-off between robustness and reliability in chinese legal large language models: an empirical study,2026,10.1007/s10506-026-09510-z,Step_03_Psychometric_Scales_and_Construct_Validity; Step_11_Data_Preparation_Analysis_and_Reporting
Research Ethics in Conflict Zones: Reflections on 'Do no Harm' Ethics for the Research Network,2026,10.1111/apv.70053,Step_08_Ethics_and_Participant_Compensation
"Monetary Accounting of Cultural Ecosystem Services: Recreational Fishing in the Murray-Darling Basin, Australia",2026,10.1111/1467-8489.70082,Step_02_Theory_Grounding_and_Construct_Conceptualization
Psychometric Properties of the Questionnaire of Psychosocial Factors in University Environments,2026,10.3390/bs16060891,Step_03_Psychometric_Scales_and_Construct_Validity
ESP practitioners' perspectives on the efficiency of using artificial intelligence 'ChatGPT' in needs analysis,2026,10.1080/09588221.2024.2428943,
Interruptions in virtual meeting: Scale development and validation,2026,10.1016/j.chbr.2026.101135,Step_03_Psychometric_Scales_and_Construct_Validity
Observing the effectiveness of stewards and cameras in promoting behavior for beach-nesting bird conservation: A mixed-methods approach,2026,10.1111/csp2.70270,Step_01_Epistemological_Alignment_and_Method_Selection
Psychometric evaluation of a 7-item Connectedness to Nature Scale in a Polish national adult sample,2026,10.1007/s12144-026-09512-9,Step_03_Psychometric_Scales_and_Construct_Validity; Step_11_Data_Preparation_Analysis_and_Reporting
The German version of the highly sensitive child scale: Psychometric properties and identification of sensitivity groups,2026,10.1007/s12144-026-09244-w,Step_03_Psychometric_Scales_and_Construct_Validity; Step_07_Measuring_Behavior_Beyond_Self_Report
The teacher reflective functioning questionnaire: assessing mentalization in a large sample of Italian teachers,2026,10.1007/s12144-026-09140-3,Step_03_Psychometric_Scales_and_Construct_Validity
"Spatiotemporal patterns of cultural ecosystem service supply, demand, and flows in urban green-blue spaces: A case study of Hangzhou, China",2026,10.1016/j.ecolind.2026.115063,Step_02_Theory_Grounding_and_Construct_Conceptualization
Agricultural livelihood sustainability assessment among the indigenous communities of Sundarban biosphere reserve in India: a cross-sectional mixed methods approach,2026,10.1007/s10668-024-05008-3,Step_01_Epistemological_Alignment_and_Method_Selection
Measuring teachers' perception of their participation in Environmental and Sustainability Education programmes: introducing the ESE programme questionnaire,2026,10.1080/13504622.2025.2526529,Step_03_Psychometric_Scales_and_Construct_Validity
Fishing Participation Explained Through an Extended Theory of Planned Behavior Model,2026,10.1007/s00267-026-02482-5,Step_02_Theory_Grounding_and_Construct_Conceptualization; Step_03_Psychometric_Scales_and_Construct_Validity
Associations of forest vs. urban environmental exposure with well-being and nasal microbiome composition: An exploratory pilot study,2026,10.1016/j.envres.2025.123582,Step_04_Study_Architecture_and_Experimental_Design; Step_09_Power_Analysis_Sampling_and_Pilots
Heat stress and sleep quality in Mediterranean cities: a pilot study introducing the Sleep Comfort Index (SCI),2026,10.1088/2515-7620/ae3c64,Step_04_Study_Architecture_and_Experimental_Design; Step_09_Power_Analysis_Sampling_and_Pilots
"Mixed methods to assess sacred forest socio-ecosystem dynamics: Case studies from Togo, Benin, Senegal, and Guinea",2026,10.1016/j.envsci.2026.104437,Step_01_Epistemological_Alignment_and_Method_Selection
Predictors of teachers' inclusive practices: a longitudinal study using the theory of planned behaviour,2026,10.1080/08856257.2026.2641554,Step_02_Theory_Grounding_and_Construct_Conceptualization
What farmers want: Insights from a choice experiment to guide forest restoration in in the Peruvian Amazon,2026,10.1016/j.forpol.2026.103735,Step_04_Study_Architecture_and_Experimental_Design
"Artificial intelligence in human resource management: models for recruitment, training, performance, compensation, and retention",2026,10.3389/frai.2026.1718244,Step_01_Epistemological_Alignment_and_Method_Selection
"Extending the theory of planned behavior in mathematics education: teachers' innovative pedagogical knowledge, classroom climate, and gender differences in students' innovative attitudes",2026,10.3389/fpsyg.2026.1799251,Step_02_Theory_Grounding_and_Construct_Conceptualization; Step_03_Psychometric_Scales_and_Construct_Validity
Operationalizing cultural ecosystem services in urban green planning: a systematic review,2026,10.3389/frsc.2026.1768123,Step_02_Theory_Grounding_and_Construct_Conceptualization
Development and validation of a moral shielding questionnaire for adolescents based on decision-making process theory,2026,10.1057/s41599-026-06725-y,Step_03_Psychometric_Scales_and_Construct_Validity
Principles for ethical research in the Himalayas: Decolonising research ethics across the disciplines,2026,10.1057/s41599-026-06826-8,Step_08_Ethics_and_Participant_Compensation
"Does ChatGPT help or hinder education? Exploring its benefits, challenges, student guilt, and the need for educator training",2026,10.1080/17543266.2024.2430585,
"Going Green with AI-Powered Virtual Influencers: The Role of Social Cues, Source Credibility and Environmental Identity",2026,10.1080/10447318.2025.2561771,Step_03_Psychometric_Scales_and_Construct_Validity
ChatGPT on the Road: Leveraging Large Language Model-Powered In-Vehicle Conversational Agents for Safer and More Enjoyable Driving Experience,2026,10.1080/10447318.2026.2661827,Step_11_Data_Preparation_Analysis_and_Reporting
"Synthesizing VR Immersion, Presence, and Interactivity on TAM Variables in Visual Culture Art Education: A Meta-Analytic Structural Equation Modeling Approach",2026,10.1080/10447318.2026.2633215,Step_11_Data_Preparation_Analysis_and_Reporting
A Hybrid Structural Equation Modeling-Artificial Intelligence Model for Enhancing Cybersecurity of Personal Information in Mobile Applications,2026,10.1080/10447318.2025.2508314,Step_11_Data_Preparation_Analysis_and_Reporting
Investigating Academic Intention to Adopt Virtual Reality Through the Integration of the Unified Theory of Acceptance and Use of Technology and the Protection Motivation Theory in Higher-Education Institutions,2026,10.4018/IJICTE.401498,Step_02_Theory_Grounding_and_Construct_Conceptualization; Step_11_Data_Preparation_Analysis_and_Reporting
"Interviewer and Respondent Sociodemographic Characteristics, Rapport, and Their Joint Impact on Data Quality in the NESDA Study",2026,10.1002/mpr.70090,Step_11_Data_Preparation_Analysis_and_Reporting
Comparing self-administered mixed-mode and face-to-face designs in a repeated cross-sectional survey,2026,10.1080/13645579.2025.2545974,Step_10_Survey_Distribution
Can LLMs help redefine core journals in Library and Information Science? A content-based classification approach using large language models,2026,10.1108/JD-07-2025-0189,Step_11_Data_Preparation_Analysis_and_Reporting
Do Racial Differences Exist in Survey Data Quality?,2026,10.1007/s41996-025-00181-7,Step_11_Data_Preparation_Analysis_and_Reporting
The impact of prosocial behavior on the social entrepreneurial intention of the youth: a theory of planned behavior perspective,2026,10.1108/JEPP-07-2024-0112,Step_02_Theory_Grounding_and_Construct_Conceptualization; Step_04_Study_Architecture_and_Experimental_Design; Step_09_Power_Analysis_Sampling_and_Pilots; Step_11_Data_Preparation_Analysis_and_Reporting
The effects of actors' interests and power on compliance with institutional arrangements: Mixed-methods insights from Cameroon's forest landscape restoration governance,2026,10.1016/j.jenvman.2025.128295,Step_01_Epistemological_Alignment_and_Method_Selection
"Applying protection motivation theory to assess collaboration, urban tree risks and storm management in the US",2026,10.1016/j.jenvman.2026.130313,Step_02_Theory_Grounding_and_Construct_Conceptualization
Saving for the future? Integrating time orientations into the norm-activation model of utility-saving behavior,2026,10.1080/09640568.2024.2421910,Step_02_Theory_Grounding_and_Construct_Conceptualization
Does psychological distance to climate change affect climate action? Preregistered meta-analyses of correlational and experimental evidence,2026,10.1016/j.jenvp.2026.103000,Step_05_Preregistration_and_Open_Science
Coercive Control in Commercial Sexual Exploitation: Examining Prevalence and the Pros and Cons of Semi-Structured Interviews Versus Likert-Scale Self-Reports,2026,10.1177/08862605261431782,Step_01_Epistemological_Alignment_and_Method_Selection; Step_07_Measuring_Behavior_Beyond_Self_Report
Prediction Performances of Species Distribution Models for Marine Fish Species Vary with Sampling Design and Model Algorithm,2026,10.1007/s11802-026-6388-3,
Online Learning Self-Efficacy Scale: Measurement Invariance Across Various Demographic Characteristics,2026,10.1177/07342829251377983,Step_03_Psychometric_Scales_and_Construct_Validity
Who prefers smartphone surveys? Revisiting predictors of survey mode preference,2026,10.1093/jrsssa/qnag001,Step_10_Survey_Distribution
Frequency reproducibility of solid-state thorium-229 nuclear clocks,2026,10.1038/s41586-025-09999-5,Step_05_Preregistration_and_Open_Science
The long-term effect of repeated exposure to degraded nature via immersive virtual reality on environmental awareness and pro-conservation behavioral intention: A longitudinal approach,2026,10.3897/natureconservation.63.176597,
Representativeness and ecological alignment of Japan's marine protected areas: A reproducible national baseline and priority gaps for 30×30,2026,10.1016/j.ocecoaman.2026.108307,Step_05_Preregistration_and_Open_Science
One questionnaire-Two points in time: Has plant species knowledge of laypeople changed over a period of 20 years?,2026,10.1002/pan3.70331,
Self-reported perception of statistical literacy: Evidence from a National Survey of US Adults,2026,10.1371/journal.pone.0350282,Step_07_Measuring_Behavior_Beyond_Self_Report
"Valuing tourist perception of cultural ecosystem services of Nubra Valley, Ladakh",2026,10.1007/s43538-026-00747-5,Step_02_Theory_Grounding_and_Construct_Conceptualization
"Effect of goal setting, attentional focus, and feedback on resistance training: Stage 1 registered report of a factorial randomized controlled trial",2026,10.1016/j.psychsport.2025.103006,Step_04_Study_Architecture_and_Experimental_Design; Step_05_Preregistration_and_Open_Science
Understanding private landowner strategies for wild pig management using cluster analysis and structural equation modeling,2026,10.1038/s41598-026-41507-1,Step_11_Data_Preparation_Analysis_and_Reporting
Responding as Expected? The Effects of Survey Mode on Estimates of Sensitive Attitudes in Self-Completion and Face-to-Face Interviews of the European Social Survey,2026,10.18148/srm/2026.v20i1.8251,
"A Systematic Review of Place-Based Cultural Ecosystem Service Assessments: Categories, Methods, and Research Trends",2026,10.3390/su18020644,Step_02_Theory_Grounding_and_Construct_Conceptualization
Employees' Intentions to Engage in Green Practices: A Multilevel Extended Theory of Planned Behavior Perspective,2026,10.3390/su18010486,Step_02_Theory_Grounding_and_Construct_Conceptualization
Driving Factors of Purchase Intention Toward Bashu Intangible Cultural Heritage Products: An Extended Theory of Planned Behavior Approach,2026,10.3390/su18031593,Step_02_Theory_Grounding_and_Construct_Conceptualization
Generative Artificial Intelligence for SDG 4: Enhancing Sustainable Quality Learning,2026,10.3390/su18052498,Step_01_Epistemological_Alignment_and_Method_Selection
